child,parent
"Crime,Drama,Sport","Drama,Sport"
"Documentary,Drama,Sport","Drama,Sport"
"Action,Drama,Thriller","Drama,Thriller"
"Adult,Drama,Thriller","Drama,Thriller"
"Adventure,Drama,Thriller","Drama,Thriller"
"Animation,Drama,Thriller","Drama,Thriller"
"Biography,Drama,Thriller","Drama,Thriller"
"Comedy,Drama,Thriller","Drama,Thriller"
"Crime,Drama,Thriller","Drama,Thriller"
"Documentary,Drama,Thriller","Drama,Thriller"
"Action,Drama,War","Drama,War"
"Adventure,Drama,War","Drama,War"
"Animation,Drama,War","Drama,War"
"Biography,Drama,War","Drama,War"
"Comedy,Drama,War","Drama,War"
"Crime,Drama,War","Drama,War"
"Documentary,Drama,War","Drama,War"
"Action,Drama,Western","Drama,Western"
"Adult,Drama,Western","Drama,Western"
"Adventure,Drama,Western","Drama,Western"
"Biography,Drama,Western","Drama,Western"
"Comedy,Drama,Western","Drama,Western"
"Crime,Drama,Western","Drama,Western"
"Documentary,Drama,Western","Drama,Western"
"Action,Family,Fantasy","Family,Fantasy"
"Adventure,Family,Fantasy","Family,Fantasy"
"Animation,Family,Fantasy","Family,Fantasy"
"Biography,Family,Fantasy","Family,Fantasy"
"Comedy,Family,Fantasy","Family,Fantasy"
"Crime,Family,Fantasy","Family,Fantasy"
"Documentary,Family,Fantasy","Family,Fantasy"
"Drama,Family,Fantasy","Family,Fantasy"
"Adventure,Family,History","Family,History"
"Animation,Family,History","Family,History"
"Biography,Family,History","Family,History"
"Comedy,Family,History","Family,History"
"Documentary,Family,History","Family,History"
"Drama,Family,History","Family,History"
"Action,Family,Horror","Family,Horror"
"Adventure,Family,Horror","Family,Horror"
"Comedy,Family,Horror","Family,Horror"
"Drama,Family,Horror","Family,Horror"
"Adventure,Family,Music","Family,Music"
"Animation,Family,Music","Family,Music"
"Comedy,Family,Music","Family,Music"
"Documentary,Family,Music","Family,Music"
"Drama,Family,Music","Family,Music"
"Action,Family,Musical","Family,Musical"
"Adventure,Family,Musical","Family,Musical"
"Animation,Family,Musical","Family,Musical"
"Biography,Family,Musical","Family,Musical"
"Comedy,Family,Musical","Family,Musical"
"Documentary,Family,Musical","Family,Musical"
"Drama,Family,Musical","Family,Musical"
"Action,Family,Mystery","Family,Mystery"
"Adventure,Family,Mystery","Family,Mystery"
"Animation,Family,Mystery","Family,Mystery"
"Biography,Family,Mystery","Family,Mystery"
"Comedy,Family,Mystery","Family,Mystery"
"Crime,Family,Mystery","Family,Mystery"
"Documentary,Family,Mystery","Family,Mystery"
"Drama,Family,Mystery","Family,Mystery"
"Biography,Family,News","Family,News"
"Documentary,Family,News","Family,News"
"Drama,Family,News","Family,News"
"Documentary,Family,Reality-TV","Family,Reality-TV"
"Action,Family,Romance","Family,Romance"
"Adventure,Family,Romance","Family,Romance"
"Animation,Family,Romance","Family,Romance"
"Comedy,Family,Romance","Family,Romance"
"Documentary,Family,Romance","Family,Romance"
"Drama,Family,Romance","Family,Romance"
"Action,Family,Sci-Fi","Family,Sci-Fi"
"Adventure,Family,Sci-Fi","Family,Sci-Fi"
"Animation,Family,Sci-Fi","Family,Sci-Fi"
"Comedy,Family,Sci-Fi","Family,Sci-Fi"
"Documentary,Family,Sci-Fi","Family,Sci-Fi"
"Drama,Family,Sci-Fi","Family,Sci-Fi"
"Drama,Family,Short","Family,Short"
"Adventure,Family,Sport","Family,Sport"
"Animation,Family,Sport","Family,Sport"
"Biography,Family,Sport","Family,Sport"
"Comedy,Family,Sport","Family,Sport"
"Documentary,Family,Sport","Family,Sport"
"Drama,Family,Sport","Family,Sport"
"Action,Family,Thriller","Family,Thriller"
"Animation,Family,Thriller","Family,Thriller"
"Biography,Family,Thriller","Family,Thriller"
"Comedy,Family,Thriller","Family,Thriller"
"Crime,Family,Thriller","Family,Thriller"
"Drama,Family,Thriller","Family,Thriller"
"Documentary,Family,War","Family,War"
"Drama,Family,War","Family,War"
"Action,Family,Western","Family,Western"
"Adventure,Family,Western","Family,Western"
"Animation,Family,Western","Family,Western"
"Comedy,Family,Western","Family,Western"
"Documentary,Family,Western","Family,Western"
"Drama,Family,Western","Family,Western"
"Action,Fantasy,History","Fantasy,History"
"Adventure,Fantasy,History","Fantasy,History"
"Animation,Fantasy,History","Fantasy,History"
"Biography,Fantasy,History","Fantasy,History"
"Comedy,Fantasy,History","Fantasy,History"
"Crime,Fantasy,History","Fantasy,History"
"Documentary,Fantasy,History","Fantasy,History"
"Drama,Fantasy,History","Fantasy,History"
"Family,Fantasy,History","Fantasy,History"
"Action,Fantasy,Horror","Fantasy,Horror"
"Adult,Fantasy,Horror","Fantasy,Horror"
"Adventure,Fantasy,Horror","Fantasy,Horror"
"Animation,Fantasy,Horror","Fantasy,Horror"
"Biography,Fantasy,Horror","Fantasy,Horror"
"Comedy,Fantasy,Horror","Fantasy,Horror"
"Crime,Fantasy,Horror","Fantasy,Horror"
"Documentary,Fantasy,Horror","Fantasy,Horror"
"Drama,Fantasy,Horror","Fantasy,Horror"
"Family,Fantasy,Horror","Fantasy,Horror"
"Adventure,Fantasy,Music","Fantasy,Music"
"Animation,Fantasy,Music","Fantasy,Music"
"Comedy,Fantasy,Music","Fantasy,Music"
"Documentary,Fantasy,Music","Fantasy,Music"
"Drama,Fantasy,Music","Fantasy,Music"
"Family,Fantasy,Music","Fantasy,Music"
"Action,Fantasy,Musical","Fantasy,Musical"
"Adventure,Fantasy,Musical","Fantasy,Musical"
"Animation,Fantasy,Musical","Fantasy,Musical"
"Comedy,Fantasy,Musical","Fantasy,Musical"
"Drama,Fantasy,Musical","Fantasy,Musical"
"Family,Fantasy,Musical","Fantasy,Musical"
"Action,Fantasy,Mystery","Fantasy,Mystery"
"Adventure,Fantasy,Mystery","Fantasy,Mystery"
"Animation,Fantasy,Mystery","Fantasy,Mystery"
"Biography,Fantasy,Mystery","Fantasy,Mystery"
"Comedy,Fantasy,Mystery","Fantasy,Mystery"
"Crime,Fantasy,Mystery","Fantasy,Mystery"
"Documentary,Fantasy,Mystery","Fantasy,Mystery"
"Drama,Fantasy,Mystery","Fantasy,Mystery"
"Family,Fantasy,Mystery","Fantasy,Mystery"
"Action,Fantasy,Romance","Fantasy,Romance"
"Adult,Fantasy,Romance","Fantasy,Romance"
"Adventure,Fantasy,Romance","Fantasy,Romance"
"Animation,Fantasy,Romance","Fantasy,Romance"
"Comedy,Fantasy,Romance","Fantasy,Romance"
"Documentary,Fantasy,Romance","Fantasy,Romance"
"Drama,Fantasy,Romance","Fantasy,Romance"
"Family,Fantasy,Romance","Fantasy,Romance"
"Action,Fantasy,Sci-Fi","Fantasy,Sci-Fi"
"Adventure,Fantasy,Sci-Fi","Fantasy,Sci-Fi"
"Animation,Fantasy,Sci-Fi","Fantasy,Sci-Fi"
"Comedy,Fantasy,Sci-Fi","Fantasy,Sci-Fi"
"Documentary,Fantasy,Sci-Fi","Fantasy,Sci-Fi"
"Drama,Fantasy,Sci-Fi","Fantasy,Sci-Fi"
"Family,Fantasy,Sci-Fi","Fantasy,Sci-Fi"
"Action,Fantasy,Sport","Fantasy,Sport"
"Comedy,Fantasy,Sport","Fantasy,Sport"
"Drama,Fantasy,Sport","Fantasy,Sport"
"Family,Fantasy,Sport","Fantasy,Sport"
"Action,Fantasy,Thriller","Fantasy,Thriller"
"Adventure,Fantasy,Thriller","Fantasy,Thriller"
"Animation,Fantasy,Thriller","Fantasy,Thriller"
"Comedy,Fantasy,Thriller","Fantasy,Thriller"
"Crime,Fantasy,Thriller","Fantasy,Thriller"
"Drama,Fantasy,Thriller","Fantasy,Thriller"
"Action,Fantasy,War","Fantasy,War"
"Adventure,Fantasy,War","Fantasy,War"
"Crime,Fantasy,War","Fantasy,War"
"Drama,Fantasy,War","Fantasy,War"
"Action,Fantasy,Western","Fantasy,Western"
"Adventure,Fantasy,Western","Fantasy,Western"
"Documentary,Fantasy,Western","Fantasy,Western"
"Drama,Fantasy,Western","Fantasy,Western"
"Family,Fantasy,Western","Fantasy,Western"
"Game-Show,Music",Game-Show
"Documentary,Game-Show,History","Game-Show,History"
"Reality-TV,War",History
"Action,History,Horror","History,Horror"
"Animation,History,Horror","History,Horror"
"Comedy,History,Horror","History,Horror"
"Crime,History,Horror","History,Horror"
"Documentary,History,Horror","History,Horror"
"Drama,History,Horror","History,Horror"
"Fantasy,History,Horror","History,Horror"
"Adventure,History,Music","History,Music"
"Animation,History,Music","History,Music"
"Biography,History,Music","History,Music"
"Comedy,History,Music","History,Music"
"Documentary,History,Music","History,Music"
"Drama,History,Music","History,Music"
"Fantasy,History,Music","History,Music"
"Animation,History,Musical","History,Musical"
"Biography,History,Musical","History,Musical"
"Comedy,History,Musical","History,Musical"
"Documentary,History,Musical","History,Musical"
"Drama,History,Musical","History,Musical"
"Fantasy,History,Musical","History,Musical"
"Action,History,Mystery","History,Mystery"
"Adventure,History,Mystery","History,Mystery"
"Animation,History,Mystery","History,Mystery"
"Biography,History,Mystery","History,Mystery"
"Comedy,History,Mystery","History,Mystery"
"Crime,History,Mystery","History,Mystery"
"Documentary,History,Mystery","History,Mystery"
"Drama,History,Mystery","History,Mystery"
"Family,History,Mystery","History,Mystery"
"Fantasy,History,Mystery","History,Mystery"
"Adventure,History,News","History,News"
"Biography,History,News","History,News"
"Comedy,History,News","History,News"
"Documentary,History,News","History,News"
"Drama,History,News","History,News"
"Documentary,History,Reality-TV","History,Reality-TV"
"Action,History,Romance","History,Romance"
"Adventure,History,Romance","History,Romance"
"Animation,History,Romance","History,Romance"
"Biography,History,Romance","History,Romance"
"Comedy,History,Romance","History,Romance"
"Documentary,History,Romance","History,Romance"
"Drama,History,Romance","History,Romance"
"Family,History,Romance","History,Romance"
"Fantasy,History,Romance","History,Romance"
"Adventure,History,Sci-Fi","History,Sci-Fi"
"Documentary,History,Sci-Fi","History,Sci-Fi"
"Drama,History,Sci-Fi","History,Sci-Fi"
"Fantasy,History,Sci-Fi","History,Sci-Fi"
"Comedy,History,Sport","History,Sport"
"Documentary,History,Sport","History,Sport"
"Drama,History,Sport","History,Sport"
"Action,History,Thriller","History,Thriller"
"Biography,History,Thriller","History,Thriller"
"Comedy,History,Thriller","History,Thriller"
"Crime,History,Thriller","History,Thriller"
"Documentary,History,Thriller","History,Thriller"
"Drama,History,Thriller","History,Thriller"
"Action,History,War","History,War"
"Adventure,History,War","History,War"
"Animation,History,War","History,War"
"Biography,History,War","History,War"
"Comedy,History,War","History,War"
"Documentary,History,War","History,War"
"Drama,History,War","History,War"
"Family,History,War","History,War"
"Fantasy,History,War","History,War"
"Adventure,History,Western","History,Western"
"Documentary,History,Western","History,Western"
"Drama,History,Western","History,Western"
"Horror,Talk-Show",Horror
"Reality-TV,Thriller",Horror
"Action,Horror,Music","Horror,Music"
"Animation,Horror,Music","Horror,Music"
"Comedy,Horror,Music","Horror,Music"
"Crime,Horror,Music","Horror,Music"
"Documentary,Horror,Music","Horror,Music"
"Drama,Horror,Music","Horror,Music"
"Fantasy,Horror,Music","Horror,Music"
"Comedy,Horror,Musical","Horror,Musical"
"Crime,Horror,Musical","Horror,Musical"
"Drama,Horror,Musical","Horror,Musical"
"Fantasy,Horror,Musical","Horror,Musical"
"Action,Horror,Mystery","Horror,Mystery"
"Adult,Horror,Mystery","Horror,Mystery"
"Adventure,Horror,Mystery","Horror,Mystery"
"Animation,Horror,Mystery","Horror,Mystery"
"Comedy,Horror,Mystery","Horror,Mystery"
"Crime,Horror,Mystery","Horror,Mystery"
"Documentary,Horror,Mystery","Horror,Mystery"
"Drama,Horror,Mystery","Horror,Mystery"
"Family,Horror,Mystery","Horror,Mystery"
"Fantasy,Horror,Mystery","Horror,Mystery"
"Documentary,Horror,News","Horror,News"
"Documentary,Horror,Reality-TV","Horror,Reality-TV"
"Drama,Horror,Reality-TV","Horror,Reality-TV"
"Action,Horror,Romance","Horror,Romance"
"Adventure,Horror,Romance","Horror,Romance"
"Animation,Horror,Romance","Horror,Romance"
"Comedy,Horror,Romance","Horror,Romance"
"Crime,Horror,Romance","Horror,Romance"
"Documentary,Horror,Romance","Horror,Romance"
"Drama,Horror,Romance","Horror,Romance"
"Family,Horror,Romance","Horror,Romance"
"Fantasy,Horror,Romance","Horror,Romance"
"Action,Horror,Sci-Fi","Horror,Sci-Fi"
"Adventure,Horror,Sci-Fi","Horror,Sci-Fi"
"Animation,Horror,Sci-Fi","Horror,Sci-Fi"
"Comedy,Horror,Sci-Fi","Horror,Sci-Fi"
"Crime,Horror,Sci-Fi","Horror,Sci-Fi"
"Documentary,Horror,Sci-Fi","Horror,Sci-Fi"
"Drama,Horror,Sci-Fi","Horror,Sci-Fi"
"Fantasy,Horror,Sci-Fi","Horror,Sci-Fi"
"Action,Horror,Sport","Horror,Sport"
"Comedy,Horror,Sport","Horror,Sport"
"Drama,Horror,Sport","Horror,Sport"
"Action,Horror,Thriller","Horror,Thriller"
"Adult,Horror,Thriller","Horror,Thriller"
"Adventure,Horror,Thriller","Horror,Thriller"
"Animation,Horror,Thriller","Horror,Thriller"
"Biography,Horror,Thriller","Horror,Thriller"
"Comedy,Horror,Thriller","Horror,Thriller"
"Crime,Horror,Thriller","Horror,Thriller"
"Documentary,Horror,Thriller","Horror,Thriller"
"Drama,Horror,Thriller","Horror,Thriller"
"Family,Horror,Thriller","Horror,Thriller"
"Fantasy,Horror,Thriller","Horror,Thriller"
"History,Horror,Thriller","Horror,Thriller"
"Action,Horror,War","Horror,War"
"Adventure,Horror,War","Horror,War"
"Comedy,Horror,War","Horror,War"
"Drama,Horror,War","Horror,War"
"Fantasy,Horror,War","Horror,War"
"Action,Horror,Western","Horror,Western"
"Adventure,Horror,Western","Horror,Western"
"Comedy,Horror,Western","Horror,Western"
"Crime,Horror,Western","Horror,Western"
"Drama,Horror,Western","Horror,Western"
"Fantasy,Horror,Western","Horror,Western"
"Action,Music,Musical","Music,Musical"
"Animation,Music,Musical","Music,Musical"
"Biography,Music,Musical","Music,Musical"
"Comedy,Music,Musical","Music,Musical"
"Documentary,Music,Musical","Music,Musical"
"Drama,Music,Musical","Music,Musical"
"Family,Music,Musical","Music,Musical"
"Fantasy,Music,Musical","Music,Musical"
"Horror,Music,Musical","Music,Musical"
"Adventure,Music,Mystery","Music,Mystery"
"Animation,Music,Mystery","Music,Mystery"
"Comedy,Music,Mystery","Music,Mystery"
"Crime,Music,Mystery","Music,Mystery"
"Documentary,Music,Mystery","Music,Mystery"
"Drama,Music,Mystery","Music,Mystery"
"Fantasy,Music,Mystery","Music,Mystery"
"Horror,Music,Mystery","Music,Mystery"
"Documentary,Music,News","Music,News"
"Drama,Music,News","Music,News"
"Documentary,Music,Reality-TV","Music,Reality-TV"
"Action,Music,Romance","Music,Romance"
"Adventure,Music,Romance","Music,Romance"
"Animation,Music,Romance","Music,Romance"
"Biography,Music,Romance","Music,Romance"
"Comedy,Music,Romance","Music,Romance"
"Crime,Music,Romance","Music,Romance"
"Documentary,Music,Romance","Music,Romance"
"Drama,Music,Romance","Music,Romance"
"Family,Music,Romance","Music,Romance"
"Fantasy,Music,Romance","Music,Romance"
"Action,Music,Sci-Fi","Music,Sci-Fi"
"Adventure,Music,Sci-Fi","Music,Sci-Fi"
"Animation,Music,Sci-Fi","Music,Sci-Fi"
"Comedy,Music,Sci-Fi","Music,Sci-Fi"
"Documentary,Music,Sci-Fi","Music,Sci-Fi"
"Drama,Music,Sci-Fi","Music,Sci-Fi"
"Fantasy,Music,Sci-Fi","Music,Sci-Fi"
"History,Music,Sci-Fi","Music,Sci-Fi"
"Horror,Music,Sci-Fi","Music,Sci-Fi"
"Comedy,Music,Sport","Music,Sport"
"Documentary,Music,Sport","Music,Sport"
"Drama,Music,Sport","Music,Sport"
"Family,Music,Sport","Music,Sport"
"Adventure,Music,Thriller","Music,Thriller"
"Animation,Music,Thriller","Music,Thriller"
"Comedy,Music,Thriller","Music,Thriller"
"Crime,Music,Thriller","Music,Thriller"
"Drama,Music,Thriller","Music,Thriller"
"Fantasy,Music,Thriller","Music,Thriller"
"Horror,Music,Thriller","Music,Thriller"
"Comedy,Music,War","Music,War"
"Documentary,Music,War","Music,War"
"Drama,Music,War","Music,War"
"Animation,Music,Western","Music,Western"
"Documentary,Music,Western","Music,Western"
"Action,Musical,Mystery","Musical,Mystery"
"Comedy,Musical,Mystery","Musical,Mystery"
"Crime,Musical,Mystery","Musical,Mystery"
"Documentary,Musical,Mystery","Musical,Mystery"
"Drama,Musical,Mystery","Musical,Mystery"
"Fantasy,Musical,Mystery","Musical,Mystery"
"Music,Musical,Mystery","Musical,Mystery"
"Documentary,Musical,News","Musical,News"
"Comedy,Musical,Reality-TV","Musical,Reality-TV"
"Music,Musical,Reality-TV","Musical,Reality-TV"
"Action,Musical,Romance","Musical,Romance"
"Adventure,Musical,Romance","Musical,Romance"
"Comedy,Musical,Romance","Musical,Romance"
"Drama,Musical,Romance","Musical,Romance"
"Family,Musical,Romance","Musical,Romance"
"Fantasy,Musical,Romance","Musical,Romance"
"History,Musical,Romance","Musical,Romance"
"Horror,Musical,Romance","Musical,Romance"
"Music,Musical,Romance","Musical,Romance"
"Action,Musical,Sci-Fi","Musical,Sci-Fi"
"Adventure,Musical,Sci-Fi","Musical,Sci-Fi"
"Animation,Musical,Sci-Fi","Musical,Sci-Fi"
"Comedy,Musical,Sci-Fi","Musical,Sci-Fi"
"Documentary,Musical,Sci-Fi","Musical,Sci-Fi"
"Drama,Musical,Sci-Fi","Musical,Sci-Fi"
"Fantasy,Musical,Sci-Fi","Musical,Sci-Fi"
"Horror,Musical,Sci-Fi","Musical,Sci-Fi"
"Music,Musical,Sci-Fi","Musical,Sci-Fi"
"Comedy,Musical,Sport","Musical,Sport"
"Documentary,Musical,Sport","Musical,Sport"
"Family,Musical,Sport","Musical,Sport"
"Action,Musical,Thriller","Musical,Thriller"
"Comedy,Musical,Thriller","Musical,Thriller"
"Crime,Musical,Thriller","Musical,Thriller"
"Documentary,Musical,Thriller","Musical,Thriller"
"Drama,Musical,Thriller","Musical,Thriller"
"Horror,Musical,Thriller","Musical,Thriller"
"Music,Musical,Thriller","Musical,Thriller"
"Action,Musical,War","Musical,War"
"Comedy,Musical,War","Musical,War"
"Documentary,Musical,War","Musical,War"
"Drama,Musical,War","Musical,War"
"History,Musical,War","Musical,War"
"Comedy,Musical,Western","Musical,Western"
"Drama,Musical,Western","Musical,Western"
"Crime,Mystery,News","Mystery,News"
"Documentary,Mystery,News","Mystery,News"
"Drama,Mystery,News","Mystery,News"
"Drama,Mystery,Reality-TV","Mystery,Reality-TV"
"Action,Mystery,Romance","Mystery,Romance"
"Adventure,Mystery,Romance","Mystery,Romance"
"Comedy,Mystery,Romance","Mystery,Romance"
"Crime,Mystery,Romance","Mystery,Romance"
"Documentary,Mystery,Romance","Mystery,Romance"
"Drama,Mystery,Romance","Mystery,Romance"
"Family,Mystery,Romance","Mystery,Romance"
"Fantasy,Mystery,Romance","Mystery,Romance"
"History,Mystery,Romance","Mystery,Romance"
"Horror,Mystery,Romance","Mystery,Romance"
"Music,Mystery,Romance","Mystery,Romance"
"Action,Mystery,Sci-Fi","Mystery,Sci-Fi"
"Adventure,Mystery,Sci-Fi","Mystery,Sci-Fi"
"Animation,Mystery,Sci-Fi","Mystery,Sci-Fi"
"Biography,Mystery,Sci-Fi","Mystery,Sci-Fi"
"Comedy,Mystery,Sci-Fi","Mystery,Sci-Fi"
"Crime,Mystery,Sci-Fi","Mystery,Sci-Fi"
"Documentary,Mystery,Sci-Fi","Mystery,Sci-Fi"
"Drama,Mystery,Sci-Fi","Mystery,Sci-Fi"
"Fantasy,Mystery,Sci-Fi","Mystery,Sci-Fi"
"Horror,Mystery,Sci-Fi","Mystery,Sci-Fi"
"Musical,Mystery,Sci-Fi","Mystery,Sci-Fi"
"Comedy,Mystery,Sport","Mystery,Sport"
"Documentary,Mystery,Sport","Mystery,Sport"
"Drama,Mystery,Sport","Mystery,Sport"
"Family,Mystery,Sport","Mystery,Sport"
"Action,Mystery,Thriller","Mystery,Thriller"
"Adult,Mystery,Thriller","Mystery,Thriller"
"Adventure,Mystery,Thriller","Mystery,Thriller"
"Animation,Mystery,Thriller","Mystery,Thriller"
"Comedy,Mystery,Thriller","Mystery,Thriller"
"Crime,Mystery,Thriller","Mystery,Thriller"
"Documentary,Mystery,Thriller","Mystery,Thriller"
"Drama,Mystery,Thriller","Mystery,Thriller"
"Family,Mystery,Thriller","Mystery,Thriller"
"Fantasy,Mystery,Thriller","Mystery,Thriller"
"History,Mystery,Thriller","Mystery,Thriller"
"Horror,Mystery,Thriller","Mystery,Thriller"
"Music,Mystery,Thriller","Mystery,Thriller"
"Musical,Mystery,Thriller","Mystery,Thriller"
"Adventure,Mystery,War","Mystery,War"
"Documentary,Mystery,War","Mystery,War"
"Drama,Mystery,War","Mystery,War"
"Action,Mystery,Western","Mystery,Western"
"Crime,Mystery,Western","Mystery,Western"
"Drama,Mystery,Western","Mystery,Western"
"Horror,Mystery,Western","Mystery,Western"
"News,Talk-Show",News
"Documentary,News,Reality-TV","News,Reality-TV"
"Documentary,News,Romance","News,Romance"
"Documentary,News,Sci-Fi","News,Sci-Fi"
"Drama,News,Sci-Fi","News,Sci-Fi"
"Documentary,News,Sport","News,Sport"
"Documentary,News,Thriller","News,Thriller"
"Drama,News,Thriller","News,Thriller"
"Documentary,News,War","News,War"
"Drama,News,War","News,War"
"History,News,War","News,War"
"Documentary,News,Western","News,Western"
"Reality-TV,Talk-Show",Reality-TV
"Documentary,Reality-TV,Sport","Reality-TV,Sport"
"Horror,Reality-TV,Thriller","Reality-TV,Thriller"
"Mystery,Reality-TV,Thriller","Reality-TV,Thriller"
"History,Reality-TV,War","Reality-TV,War"
"Action,Romance,Sci-Fi","Romance,Sci-Fi"
"Adventure,Romance,Sci-Fi","Romance,Sci-Fi"
"Animation,Romance,Sci-Fi","Romance,Sci-Fi"
"Comedy,Romance,Sci-Fi","Romance,Sci-Fi"
"Drama,Romance,Sci-Fi","Romance,Sci-Fi"
"Fantasy,Romance,Sci-Fi","Romance,Sci-Fi"
"Horror,Romance,Sci-Fi","Romance,Sci-Fi"
"Mystery,Romance,Sci-Fi","Romance,Sci-Fi"
"Action,Romance,Sport","Romance,Sport"
"Adventure,Romance,Sport","Romance,Sport"
"Comedy,Romance,Sport","Romance,Sport"
"Drama,Romance,Sport","Romance,Sport"
"Family,Romance,Sport","Romance,Sport"
"Musical,Romance,Sport","Romance,Sport"
"Action,Romance,Thriller","Romance,Thriller"
"Adult,Romance,Thriller","Romance,Thriller"
"Adventure,Romance,Thriller","Romance,Thriller"
"Comedy,Romance,Thriller","Romance,Thriller"
"Crime,Romance,Thriller","Romance,Thriller"
"Drama,Romance,Thriller","Romance,Thriller"
"Fantasy,Romance,Thriller","Romance,Thriller"
"Horror,Romance,Thriller","Romance,Thriller"
"Musical,Romance,Thriller","Romance,Thriller"
"Mystery,Romance,Thriller","Romance,Thriller"
"Action,Romance,War","Romance,War"
"Biography,Romance,War","Romance,War"
"Comedy,Romance,War","Romance,War"
"Documentary,Romance,War","Romance,War"
"Drama,Romance,War","Romance,War"
"History,Romance,War","Romance,War"
"Horror,Romance,War","Romance,War"
"Music,Romance,War","Romance,War"
"Action,Romance,Western","Romance,Western"
"Comedy,Romance,Western","Romance,Western"
"Crime,Romance,Western","Romance,Western"
"Drama,Romance,Western","Romance,Western"
"History,Romance,Western","Romance,Western"
"Horror,Romance,Western","Romance,Western"
"Musical,Romance,Western","Romance,Western"
"Action,Sci-Fi,Sport","Sci-Fi,Sport"
"Animation,Sci-Fi,Sport","Sci-Fi,Sport"
"Comedy,Sci-Fi,Sport","Sci-Fi,Sport"
"Drama,Sci-Fi,Sport","Sci-Fi,Sport"
"Action,Sci-Fi,Thriller","Sci-Fi,Thriller"
"Adventure,Sci-Fi,Thriller","Sci-Fi,Thriller"
"Animation,Sci-Fi,Thriller","Sci-Fi,Thriller"
"Biography,Sci-Fi,Thriller","Sci-Fi,Thriller"
"Comedy,Sci-Fi,Thriller","Sci-Fi,Thriller"
"Crime,Sci-Fi,Thriller","Sci-Fi,Thriller"
"Drama,Sci-Fi,Thriller","Sci-Fi,Thriller"
"Family,Sci-Fi,Thriller","Sci-Fi,Thriller"
"Fantasy,Sci-Fi,Thriller","Sci-Fi,Thriller"
"History,Sci-Fi,Thriller","Sci-Fi,Thriller"
"Horror,Sci-Fi,Thriller","Sci-Fi,Thriller"
"Music,Sci-Fi,Thriller","Sci-Fi,Thriller"
"Musical,Sci-Fi,Thriller","Sci-Fi,Thriller"
"Mystery,Sci-Fi,Thriller","Sci-Fi,Thriller"
"Romance,Sci-Fi,Thriller","Sci-Fi,Thriller"
"Action,Sci-Fi,War","Sci-Fi,War"
"Animation,Sci-Fi,War","Sci-Fi,War"
"Drama,Sci-Fi,War","Sci-Fi,War"
"Horror,Sci-Fi,War","Sci-Fi,War"
"Action,Sci-Fi,Western","Sci-Fi,Western"
"Adventure,Sci-Fi,Western","Sci-Fi,Western"
"Comedy,Sci-Fi,Western","Sci-Fi,Western"
"Drama,Sci-Fi,Western","Sci-Fi,Western"
"Drama,Short,Western","Short,Western"
"Sport,Talk-Show",Sport
"Action,Sport,Thriller","Sport,Thriller"
"Comedy,Sport,Thriller","Sport,Thriller"
"Crime,Sport,Thriller","Sport,Thriller"
"Documentary,Sport,Thriller","Sport,Thriller"
"Drama,Sport,Thriller","Sport,Thriller"
"Horror,Sport,Thriller","Sport,Thriller"
"Action,Sport,War","Sport,War"
"Documentary,Sport,War","Sport,War"
"Drama,Sport,War","Sport,War"
"Comedy,Sport,Western","Sport,Western"
"Documentary,Sport,Western","Sport,Western"
"Comedy,Talk-Show,Thriller","Talk-Show,Thriller"
"Action,Thriller,War","Thriller,War"
"Adventure,Thriller,War","Thriller,War"
"Crime,Thriller,War","Thriller,War"
"Documentary,Thriller,War","Thriller,War"
"Drama,Thriller,War","Thriller,War"
"History,Thriller,War","Thriller,War"
"Horror,Thriller,War","Thriller,War"
"Mystery,Thriller,War","Thriller,War"
"Romance,Thriller,War","Thriller,War"
"Action,Thriller,Western","Thriller,Western"
"Adventure,Thriller,Western","Thriller,Western"
"Biography,Thriller,Western","Thriller,Western"
"Comedy,Thriller,Western","Thriller,Western"
"Crime,Thriller,Western","Thriller,Western"
"Drama,Thriller,Western","Thriller,Western"
"Horror,Thriller,Western","Thriller,Western"
"Mystery,Thriller,Western","Thriller,Western"
"Documentary,War,Western","War,Western"
"Drama,War,Western","War,Western"
"Thriller,War,Western","War,Western"
